licenseNumber,licenseType,businessName,city,county,zip,phone,endorsementText,origRegisDate,status,gmbName,gmbAddress,gmbPhone,gmbWebsite,gmbRating,gmbReviews,gmbCategory,gmbMapsUrl,gmbExtra,processedAt,_outFile
259810,RGC,GRID ELECTRIC LLC,TROUTDALE,Multnomah,97060,9713307467,Residential General Contractor,01/21/2026,GMB Found - Website Available,Grid Electric,,+1 971-330-7467,https://gridelectric.us/,,14,Electrician,"https://www.google.com/maps/place/Grid+Electric/@45.4364076,-122.6130565,8z/data=!3m1!4b1!4m6!3m5!1s0x856debdbd799df11:0x1cd35489ef741dbb!8m2!3d45.4364076!4d-122.6130565!16s%2Fg%2F11mspzr27w?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJEd-Z19vrbYURux1074lU0xw,2026-09-06T22:06:53.780Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259811,RGC,ALLENS GRANITE AND MARBLE LLC,BROOKINGS,Curry,97415,5309662414,Residential General Contractor,02/03/2026,GMB Found - Website Available,Allens Granite And Marble LLC,"15673 US-101, Brookings, OR 97415, United States",+1 530-966-2414,https://www.ccblookup.com/contractor/allens-granite-and-marble-llc-259811/,,49,Granite supplier,"https://www.google.com/maps/place/Allens+Granite+And+Marble+LLC/@42.0345136,-124.2401764,17z/data=!3m1!4b1!4m6!3m5!1s0xa6c7bfb67daa9061:0xfea7d121c54802c4!8m2!3d42.0345136!4d-124.2401764!16s%2Fg%2F11rxrrn7sr?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJYZCqfba_x6YRxAJIxSHRp_4,2026-09-06T22:07:35.509Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259813,CSC1,PWR PRO ELECTRIC LLC,PORTLAND,Multnomah,97230,9713406130,Commercial Specialty Contractor Level 1,01/23/2026,GMB Found - Website Available,PWR PRO ELECTRIC,,+1 503-984-1097,http://www.pwr-pro-electric.com/,,41,Electrician,"https://www.google.com/maps/place/PWR+PRO+ELECTRIC/@45.5229235,-122.602106,11z/data=!3m1!4b1!4m6!3m5!1s0x4544d1c28e0d4d6b:0xd2c788ff81fc890!8m2!3d45.5229234!4d-122.602106!16s%2Fg%2F11z1snpnvj?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJa00NjsLRREURkMgf-I94LA0,2026-09-06T22:08:17.242Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259813,RSC,PWR PRO ELECTRIC LLC,PORTLAND,Multnomah,97230,9713406130,Residential Specialty Contractor,01/23/2026,GMB Found - Website Available,PWR PRO ELECTRIC,,+1 503-984-1097,http://www.pwr-pro-electric.com/,,41,Electrician,"https://www.google.com/maps/place/PWR+PRO+ELECTRIC/@45.5229235,-122.602106,11z/data=!3m1!4b1!4m6!3m5!1s0x4544d1c28e0d4d6b:0xd2c788ff81fc890!8m2!3d45.5229234!4d-122.602106!16s%2Fg%2F11z1snpnvj?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJa00NjsLRREURkMgf-I94LA0,2026-09-06T22:08:59.186Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259815,RGC,TREE FORT ELECTRIC LLC,PORTLAND,Multnomah,97218,5039281199,Residential General Contractor,01/28/2026,GMB Found - Website Available,Tree fort electric llc,,+1 503-504-5322,https://treefortelectric.com/,,0,Electrician,"https://www.google.com/maps/place/Tree+fort+electric+llc/@45.5427145,-122.6543856,11z/data=!3m1!4b1!4m6!3m5!1s0x48a5e02ee15998b9:0xe51f74ad921a2b8c!8m2!3d45.5427145!4d-122.6543856!16s%2Fg%2F11zd4xws36?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJuZhZ4S7gpUgRjCsakq10H-U,2026-09-06T22:09:41.040Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259816,RGC,RIVERSIDE CONSTRUCTION LLC,GALES CREEK,Washington,97117,5032689262,Residential General Contractor,01/22/2026,GMB Found - Website Available,"River's Edge Construction, LLC.",,+1 509-552-1496,https://www.facebook.com/RiversEdgeConstructionLLC1,,3,General contractor,"https://www.google.com/maps/place/River%27s+Edge+Construction,+LLC./data=!4m7!3m6!1s0xedeb220f0139ff1:0x12829c8edab75ee0!8m2!3d46.3822206!4d-116.9882285!16s%2Fg%2F11pcl0b9l3!19sChIJ8Z8T8CCy3g4R4F632o6cghI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1",place_id:ChIJ8Z8T8CCy3g4R4F632o6cghI,2026-09-06T22:10:23.026Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259817,RLC,NAILED IT! QUALITY REMODELING LLC,MEDFORD,Jackson,97504,5415311412,Residential Limited Contractor,01/23/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Nailed It(0.33),2026-09-06T22:11:04.860Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259818,RGC,MCLANE PRO LLC,BEND,Deschutes,97703,5413906442,Residential General Contractor,02/09/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Bend(0.00),2026-09-06T22:11:26.258Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259819,RGC,ALLSET MAINTENANCE LLC,TALENT,Jackson,97540,5412617897,Residential General Contractor,02/03/2026,New Registration - No GMB,,,,,,,,,,2026-09-06T22:12:08.078Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259820,CGC2,SKYDEK CONSTRUCTION INC,PORTLAND,Multnomah,97223,5143506754,Commercial General Contractor Level 2,03/03/2026,GMB Found - Website Available,Shekina Construction Llc,,+1 503-758-1327,http://www.shekinaconstructionllc.org/,,4,General contractor,https://www.google.com/maps/place/Shekina+Construction+Llc/data=!4m7!3m6!1s0x2d9c906fa72ec0db:0xb452665a19922baa!8m2!3d44.1455904!4d-120.5834015!16s%2Fg%2F11tr_fy2p5!19sChIJ28Aup2-QnC0RqiuSGVpmUrQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJ28Aup2-QnC0RqiuSGVpmUrQ,2026-09-06T22:12:50.071Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259822,RGC,AFFORDABLE HANDYMAN & PAINTING LLC,ROSEBURG,Douglas,97471,5414301714,Residential General Contractor,01/26/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Handyman Paint & Hardware(0.33),2026-09-06T22:13:31.881Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259823,RSC,EVERGREEN TILE LLC,WALDPORT,Lincoln,97394,3073402248,Residential Specialty Contractor,01/26/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Alsea Bay Granite Unlimited(0.00),2026-09-06T22:14:13.779Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259824,RGC,CORNERSTONE HOME RENOVATIONS LLC,GRESHAM,Multnomah,97080,9719305075,Residential General Contractor,01/26/2026,GMB Found - Website Available,"Cornerstone Total Home, LLC","5305 NE 121st Ave Unit(s), 313, Vancouver, WA 98682, United States",+1 360-228-1718,http://www.cornerstonetotalhome.com/,,3,Remodeler,"https://www.google.com/maps/place/Cornerstone+Total+Home,+LLC/data=!4m7!3m6!1s0x4c03a523bd007e4d:0x6e8d19e94ff7ae3a!8m2!3d45.6617462!4d-122.5483569!16s%2Fg%2F11t_v192yc!19sChIJTX4AvSOlA0wROq73T-kZjW4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1",place_id:ChIJTX4AvSOlA0wROq73T-kZjW4,2026-09-06T22:14:55.745Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259825,RGC,MCCARTY CONSTRUCT LLC,GRANTS PASS,Josephine,97526,5413249678,Residential General Contractor,02/04/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Mc Carthy Construction Ltd.(0.00),2026-09-06T22:15:37.896Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259826,RGC,DOS RIOS REMODELING & CONSTRUCTION LLC,PORTLAND,Multnomah,97216,5035152599,Residential General Contractor,01/27/2026,GMB Found - Website Available,Rios Remodeling llc,"6775 Old Waterloo Rd, Elkridge, MD 21075, United States",+1 301-532-5593,https://www.riosremodelingllc.com/contact,,57,Contractor,"https://www.google.com/maps/place/Rios+Remodeling+llc/@39.1877455,-76.7809441,17z/data=!3m1!4b1!4m6!3m5!1s0x89b7e054dc900001:0x31d1e5739aa4e6e3!8m2!3d39.1877455!4d-76.7809441!16s%2Fg%2F11p73q68m3?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJAQCQ3FTgt4kR4-akmnPl0TE,2026-09-06T22:16:19.752Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259828,RGC,WRENLEY BUILT LLC,REMOND,Deschutes,97756,5414190092,Residential General Contractor,01/26/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:WRBuilt Construction LLC.(0.00),2026-09-06T22:17:01.738Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259829,RGC,FRENCH CREEK LLC,CRESWELL,Lane,97426,5415203639,Residential General Contractor,01/28/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Walmart Supercenter(0.00),2026-09-06T22:17:43.624Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259831,RGC,ACAXEE GENERAL CONSTRUCTION LLC,SALEM,Marion,97317,9712185918,Residential General Contractor,01/23/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Arechigas Concrete Construction LLC(0.33),2026-09-06T22:18:25.658Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259832,RGC,PRECISION SIDING AND CONSTRUCTION LLC,YAMHILL,Yamhill,97148,5039980504,Residential General Contractor,02/03/2026,GMB Found - Website Available,Precision Siding and Construction LLC,,,https://psiding.com/,,1,Siding contractor,"https://www.google.com/maps/place/Precision+Siding+and+Construction+LLC/@45.4192575,-122.86316,10z/data=!3m1!4b1!4m6!3m5!1s0x261439222f9b3673:0x44becb475e8d4549!8m2!3d45.4192575!4d-122.86316!16s%2Fg%2F11nbkbx4ld?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJczabLyI5FCYRSUWNXkfLvkQ,2026-09-06T22:19:07.670Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259833,RGC,LAZERBEAM ELECTRIC LLC,PORTLAND,Multnomah,97220,8058166276,Residential General Contractor,01/27/2026,GMB Found - Website Available,Lazerbeam Electric,"12023 NE Brazee St, Portland, OR 97220, United States",+1 503-730-0789,https://www.lazerbeamelectric.com/,,6,Electrician,"https://www.google.com/maps/place/Lazerbeam+Electric/@45.5407124,-122.5389416,17z/data=!3m1!4b1!4m6!3m5!1s0x5495a32fee240d19:0x4a7d4467d3eac403!8m2!3d45.5407124!4d-122.5389416!16s%2Fg%2F11y_k1q9kd?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJGQ0k7i-jlVQRA8Tq02dEfUo,2026-09-06T22:19:49.777Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259834,RGC,ELITE EDGE CONSTRUCTION LLC,GRANTS PASS,Josephine,97527,5416607147,Residential General Contractor,01/23/2026,GMB Found - No Website,Elite Edge Construction LLC,,+1 541-660-7147,,,2,Construction company,"https://www.google.com/maps/place/Elite+Edge+Construction+LLC/@42.3863655,-123.1383105,11z/data=!3m1!4b1!4m6!3m5!1s0x60c1d4680db24ce5:0xf01e2efbce80fc67!8m2!3d42.3863655!4d-123.1383105!16s%2Fg%2F11n43gbdb_?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJ5UyyDWjUwWARZ_yAzvsuHvA,2026-09-06T22:20:31.731Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259835,RGC,G CANCINOS HARD SCAPING LLC,WARREN,Washington,97053,9712909697,Residential General Contractor,01/29/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:G Cancino's Hardscaping(0.33),2026-09-06T22:21:13.705Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259837,LBPR,SHIM DESIGN BUILD CO,PORTLAND,Multnomah,97218,5037403344,Lead Based Paint Renovation Contractor,02/10/2026,GMB Found - Website Available,SHIM Design Build Collective,,+1 971-459-7446,https://shimdesignbuild.com/,,0,Custom home builder,"https://www.google.com/maps/place/SHIM+Design+Build+Collective/@45.3329605,-122.7184804,9z/data=!3m1!4b1!4m6!3m5!1s0xaf81ffc02bea87f3:0xa29f5437f13312a0!8m2!3d45.3329604!4d-122.7184804!16s%2Fg%2F11z4lts78n?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJ84fqK8D_ga8RoBIz8TdUn6I,2026-09-06T22:22:16.150Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259837,RGC,SHIM DESIGN BUILD CO,PORTLAND,Multnomah,97218,5037403344,Residential General Contractor,01/27/2026,GMB Found - Website Available,SHIM Design Build Collective,,+1 971-459-7446,https://shimdesignbuild.com/,,0,Custom home builder,"https://www.google.com/maps/place/SHIM+Design+Build+Collective/@45.3329605,-122.7184804,9z/data=!3m1!4b1!4m6!3m5!1s0xaf81ffc02bea87f3:0xa29f5437f13312a0!8m2!3d45.3329604!4d-122.7184804!16s%2Fg%2F11z4lts78n?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJ84fqK8D_ga8RoBIz8TdUn6I,2026-09-06T22:22:58.276Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259840,RGC,CARPENTRY BY CAMERON LLC,HILLSBORO,Washington,97123,9516095548,Residential General Contractor,02/25/2026,GMB Found - Website Available,Cameron Contractors LLC,"3916 NW 136th St, Vancouver, WA 98685, United States",+1 360-597-6048,http://cameroncontractors.com/,,27,General contractor,"https://www.google.com/maps/place/Cameron+Contractors+LLC/@45.7195245,-122.7125696,17z/data=!3m1!4b1!4m6!3m5!1s0x4343097937792229:0xa602254c0938be6!8m2!3d45.7195245!4d-122.7125696!16s%2Fg%2F11r_d7gkz3?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJKSJ5N3kJQ0MR5ouTwFQiYAo,2026-09-06T22:23:40.430Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259841,RGC,TIDE & TIMBER HOMES LLC,ASTORIA,Clatsop,97103,5037913078,Residential General Contractor,02/05/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Astoria(0.00),2026-09-06T22:24:01.938Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259843,RGC,JACK EDWARD MILLER,MEDFORD,Jackson,97504,5412101644,Residential General Contractor,01/27/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Medford(0.00),2026-09-06T22:24:23.502Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259844,CGC1,POINT NORTH CONSTRUCTION LLC,KEIZER,Marion,97303,4803908121,Commercial General Contractor Level 1,02/05/2026,GMB Found - No Website,North Point Construction LLC,,+1 386-283-3308,,,1,Construction company,"https://www.google.com/maps/place/North+Point+Construction+LLC/@29.283759,-81.1721819,9z/data=!3m1!4b1!4m6!3m5!1s0x83d9b90a9bb81cb:0xfc76852b0b9613c9!8m2!3d29.283759!4d-81.172182!16s%2Fg%2F11rxfl_rv8?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJy4G7qZCbPQgRyROWCyuFdvw,2026-09-06T22:25:05.591Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259844,RGC,POINT NORTH CONSTRUCTION LLC,KEIZER,Marion,97303,4803908121,Residential General Contractor,02/05/2026,GMB Found - No Website,North Point Construction LLC,,+1 386-283-3308,,,1,Construction company,"https://www.google.com/maps/place/North+Point+Construction+LLC/@29.283759,-81.1721819,9z/data=!3m1!4b1!4m6!3m5!1s0x83d9b90a9bb81cb:0xfc76852b0b9613c9!8m2!3d42.283759!4d-81.172182!16s%2Fg%2F11rxfl_rv8?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJy4G7qZCbPQgRyROWCyuFdvw,2026-09-06T22:25:47.885Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259849,RGC,NEW GEN CONTRACTORS LLC,NEWBERG,Yamhill,97132,5032699503,Residential General Contractor,01/27/2026,New Registration - No GMB,,,,,,,,,"low_confidence_match_rejected:NW General Contracting, LLC(0.00)",2026-09-06T22:27:11.238Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259850,RGC,BARBITAS ROOFING LLC,SALEM,Marion,97301,9713986650,Residential General Contractor,01/30/2026,GMB Found - Website Available,Crib Top Roofing LLC,,+1 503-990-4234,https://cribtoproofing.com/,,23,Roofing contractor,"https://www.google.com/maps/place/Crib+Top+Roofing+LLC/@45.1683616,-122.7295195,9z/data=!3m1!4b1!4m6!3m5!1s0x549557bfafe88035:0xd14dccb04b6ec30!8m2!3d45.1683616!4d-122.7295195!16s%2Fg%2F11pf7lz1xg?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJNYDor79XlVQRMOy2BMvcFA0,2026-09-06T22:27:53.367Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259851,RSC,FARR PLUMBING LLC,WARREN,Columbia,97053,5033696144,Residential Specialty Contractor,01/27/2026,GMB Found - Website Available,Farr Plumbing LLC,,+1 503-369-6144,http://www.farrplumbing.com/,,0,Plumber,"https://www.google.com/maps/place/Farr+Plumbing+LLC/@45.698064,-122.9248446,10z/data=!3m1!4b1!4m6!3m5!1s0x56a4220b2241cfb7:0x73ff78f44ff521eb!8m2!3d45.698064!4d-122.9248446!16s%2Fg%2F11wsp02c01?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJt89BIgsiplay6yH1T/R4/3M,2026-09-06T22:28:34.960Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259852,RGC,SHORELINE PLUMBING SERVICES LLC,WARRENTON,Clatsop,97146,5037912443,Residential General Contractor,01/27/2026,GMB Found - Website Available,Shoreline Plumbing Services LLC,,+1 503-791-2443,https://shorelineplumbingnw.com/,,0,Plumber,"https://www.google.com/maps/place/Shoreline+Plumbing+Services+LLC/@46.126514,-123.9069505,11z/data=!3m1!4b1!4m6!3m5!1s0xa88402db3e477f15:0x5e1caae30bdaeebc!8m2!3d46.126514!4d-123.9069505!16s%2Fg%2F11z1p67flm?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJFX9NPtsChKgRvO7aC-OqHF4,2026-09-06T22:29:16.897Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259853,RGC,CASCADE RIDGE HOMES LLC,PORTLAND,Multnomah,97201,5038879669,Residential General Contractor,02/09/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Portland(0.00),2026-09-06T22:29:38.257Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259854,RGC,PRO DRYWALL TAPING LLC,WOODBURN,Marion,97071,5038715781,Residential General Contractor,01/28/2026,GMB Found - Website Available,Pro Drywall Taping LLC,,+1 503-871-5781,https://prodrywalltaping.com/,,0,Dry wall contractor,"https://www.google.com/maps/place/Pro+Drywall+Taping+LLC/@45.1455905,-122.8534015,10z/data=!3m1!4b1!4m6!3m5!1s0x6e91fca07a3c3079:0xec91d0926715f5c6!8m2!3d45.1455904!4d-122.8534015!16s%2Fg%2F11z3pydkrm?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJeTA8eqD8kW4RxvUVZ5LQkew,2026-09-06T22:30:20.108Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259855,RGC,ROBLES REMODELING LLC,EUGENE,Lane,97402,5415250481,Residential General Contractor,01/29/2026,GMB Found - Website Available,Robles Remodeling LLC,,+1 541-525-0481,https://roblesremodelingor.com/,,0,Remodeler,"https://www.google.com/maps/place/Robles+Remodeling+LLC/@44.0531545,-123.109923,11z/data=!3m1!4b1!4m6!3m5!1s0x1b447814b7ec804b:0xd8cbffc9c99ecbc2!8m2!3d44.0531545!4d-123.109923!16s%2Fg%2F11zk9wtxx5?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJS4DstBR4VBsRwsueycn_y9g,2026-09-06T22:31:02.164Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259856,RGC,CROWN ROOFING AND GUTTERS LLC,GRESHAM,Multnomah,97030,5037145778,Residential General Contractor,01/29/2026,GMB Found - Website Available,Crown Roofing & Gutters,,+1 503-714-5778,https://crownroofingandgutters.com/,,0,Roofing contractor,"https://www.google.com/maps/place/Crown+Roofing+%26+Gutters/@45.4988925,-122.4334015,11z/data=!3m1!4b1!4m6!3m5!1s0x43864756ff619213:0x1b5c468e217be547!8m2!3d45.4988924!4d-122.4334015!16s%2Fg%2F11z10k19_3?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJE5Jh_1ZHhkMRR-V7IY5GXBs,2026-09-06T22:31:43.723Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259857,RGC,LEGACY CONSTRUCTION & EXCAVATION LLC,PRINEVILLE,Crook,97754,5414104037,Residential General Contractor,01/29/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Prineville(0.00),2026-09-06T22:32:05.163Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259858,RGC,SUPERIOR DRYWALL AND PAINTING LLC,SALEM,Marion,97305,5038779951,Residential General Contractor,01/30/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Superior Drywall & Painting(0.33),2026-09-06T22:32:47.388Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259859,RGC,RED TAIL RIDGE HOMES LLC,EUGENE,Lane,97405,5415174411,Residential General Contractor,02/09/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Ridge at Foxhill(0.00),2026-09-06T22:33:08.577Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259860,RGC,TRUE NORTH ELECTRICAL CONTRACTING LLC,MEDFORD,Jackson,97504,5416212137,Residential General Contractor,02/10/2026,GMB Found - Website Available,True North Electric LLC,,+1 541-621-2137,https://truenorthelectricoregon.com/,,0,Electrician,"https://www.google.com/maps/place/True+North+Electric+LLC/@42.326514,-122.875654,10z/data=!3m1!4b1!4m6!3m5!1s0x717ff7594372e505:0x1b1c3e3878b277d3!8m2!3d42.326514!4d-122.875654!16s%2Fg%2F11z1smq165?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJBeVyQ1n3d3ER03eyeTg-HBs,2026-09-06T22:33:50.413Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259861,RGC,EVERGREEN BUILDERS NW LLC,PORTLAND,Multnomah,97229,5038308412,Residential General Contractor,02/02/2026,GMB Found - Website Available,Evergreen Builders NW,,+1 503-830-8412,https://evergreenbuildersnw.com/,,0,General contractor,"https://www.google.com/maps/place/Evergreen+Builders+NW/@45.5427145,-122.6543856,11z/data=!3m1!4b1!4m6!3m5!1s0xa452fb38029d2f23:0xa9ee4be66e4a2a22!8m2!3d45.5427145!4d-122.6543856!16s%2Fg%2F11zm7lsqn7?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJIy-dAjj7UqQRKipKbuaL7qk,2026-09-06T22:34:32.427Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259862,RSC,HIGH DESERT GLASS & MIRROR LLC,BEND,Deschutes,97701,5416041180,Residential Specialty Contractor,02/03/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:High Desert Glass(0.33),2026-09-06T22:35:14.399Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259863,RGC,VALLEY CREST ROOFING LLC,SALEM,Marion,97305,5039994801,Residential General Contractor,02/02/2026,GMB Found - Website Available,Valley Crest Roofing LLC,,+1 503-999-4801,https://valleycrestroofing.com/,,0,Roofing contractor,"https://www.google.com/maps/place/Valley+Crest+Roofing+LLC/@44.9428885,-123.035096,10z/data=!3m1!4b1!4m6!3m5!1s0x7e86cf6b1b518bc9:0xfc028e3b313efef8!8m2!3d44.9428885!4d-123.035096!16s%2Fg%2F11z10y49_m?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJyYtRG2vPhn4R-P4-MTuOAvw,2026-09-06T22:35:56.402Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259864,RGC,DREAM PRO HOME SOLUTIONS LLC,CLACKAMAS,Clackamas,97015,5038902509,Residential General Contractor,02/03/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Clackamas(0.00),2026-09-06T22:36:17.659Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259865,RGC,PACIFIC NORTHWEST CUSTOM CARPENTRY LLC,EUGENE,Lane,97402,5415214041,Residential General Contractor,02/03/2026,GMB Found - Website Available,PNW Custom Carpentry,,+1 541-521-4041,https://pnwcustomcarpentry.com/,,0,Carpenter,"https://www.google.com/maps/place/PNW+Custom+Carpentry/@44.0531545,-123.109923,11z/data=!3m1!4b1!4m6!3m5!1s0xa88126e8db03664d:0xc750ddfc54045f94!8m2!3d44.0531545!4d-123.109923!16s%2Fg%2F11w2_3g_g4?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJTWWDbegmh6gRlF8EVHzdUsc,2026-09-06T22:36:59.610Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
